country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Luxembourg,LUX,1/13/2021,2871,2871,,499,177,0.46,0.46,,283,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/42db1f50-3af1-4b23-b5bb-015eabbc420d
Luxembourg,LUX,1/14/2021,3233,3233,,362,220,0.52,0.52,,351,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/42db1f50-3af1-4b23-b5bb-015eabbc420d
Luxembourg,LUX,1/15/2021,,,,,236,,,,377,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/42db1f50-3af1-4b23-b5bb-015eabbc420d
Luxembourg,LUX,1/16/2021,,,,,252,,,,403,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/42db1f50-3af1-4b23-b5bb-015eabbc420d
Luxembourg,LUX,1/17/2021,3755,3755,,,268,0.6,0.6,,428,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/42db1f50-3af1-4b23-b5bb-015eabbc420d
Luxembourg,LUX,1/18/2021,4569,4569,,814,375,0.73,0.73,,599,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/42db1f50-3af1-4b23-b5bb-015eabbc420d
Luxembourg,LUX,1/19/2021,5294,5294,,725,417,0.85,0.85,,666,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/42db1f50-3af1-4b23-b5bb-015eabbc420d
Luxembourg,LUX,1/20/2021,6193,6193,,899,475,0.99,0.99,,759,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/42db1f50-3af1-4b23-b5bb-015eabbc420d
Luxembourg,LUX,1/21/2021,6897,6897,,704,523,1.1,1.1,,835,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/42db1f50-3af1-4b23-b5bb-015eabbc420d
Luxembourg,LUX,1/22/2021,,,,,558,,,,891,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/42db1f50-3af1-4b23-b5bb-015eabbc420d
Luxembourg,LUX,1/23/2021,,,,,592,,,,946,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/42db1f50-3af1-4b23-b5bb-015eabbc420d
Luxembourg,LUX,1/24/2021,,,,,626,,,,1000,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/42db1f50-3af1-4b23-b5bb-015eabbc420d
Luxembourg,LUX,1/25/2021,8554,7309,1245,,569,1.37,1.17,0.2,909,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/42db1f50-3af1-4b23-b5bb-015eabbc420d
Luxembourg,LUX,1/26/2021,9525,8280,1245,971,604,1.52,1.32,0.2,965,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/42db1f50-3af1-4b23-b5bb-015eabbc420d
Luxembourg,LUX,1/27/2021,10449,9107,1342,924,608,1.67,1.45,0.21,971,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/42db1f50-3af1-4b23-b5bb-015eabbc420d
Luxembourg,LUX,1/28/2021,11373,9890,1483,924,639,1.82,1.58,0.24,1021,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/42db1f50-3af1-4b23-b5bb-015eabbc420d
Luxembourg,LUX,1/29/2021,,,,,630,,,,1006,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/42db1f50-3af1-4b23-b5bb-015eabbc420d
Luxembourg,LUX,1/30/2021,,,,,622,,,,994,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/42db1f50-3af1-4b23-b5bb-015eabbc420d
Luxembourg,LUX,1/31/2021,12428,10748,1680,,613,1.99,1.72,0.27,979,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/42db1f50-3af1-4b23-b5bb-015eabbc420d
Luxembourg,LUX,2/1/2021,13241,11336,1905,813,670,2.12,1.81,0.3,1070,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/42db1f50-3af1-4b23-b5bb-015eabbc420d
Maldives,MDV,1/31/2021,0,,,,,0,,,,Oxford/AstraZeneca,Presidency of the Maldives,https://presidency.gov.mv/Press/Article/24281
Maldives,MDV,2/1/2021,36,,,36,36,0.01,,,67,Oxford/AstraZeneca,Presidency of the Maldives,https://presidency.gov.mv/Press/Article/24281
Malta,MLT,12/28/2020,130,,,,,0.03,,,,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,12/29/2020,,,,,259,,,,587,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,12/30/2020,,,,,259,,,,587,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,12/31/2020,,,,,259,,,,587,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/1/2021,,,,,259,,,,587,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/2/2021,,,,,259,,,,587,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/3/2021,,,,,259,,,,587,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/4/2021,1940,,,,259,0.44,,,587,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/5/2021,,,,,281,,,,636,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/6/2021,,,,,304,,,,689,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/7/2021,,,,,327,,,,741,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/8/2021,,,,,350,,,,793,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/9/2021,,,,,373,,,,845,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/10/2021,,,,,396,,,,897,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/11/2021,4870,,,,419,1.1,,,949,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/12/2021,,,,,524,,,,1187,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/13/2021,,,,,629,,,,1425,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/14/2021,,,,,735,,,,1665,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/15/2021,9496,,,,840,2.15,,,1902,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/16/2021,,,,,938,,,,2124,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/17/2021,11705,,,,1036,2.65,,,2346,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/18/2021,13002,,,1297,1162,2.94,,,2632,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/19/2021,14276,,,1274,1178,3.23,,,2668,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/20/2021,15316,,,1040,1162,3.47,,,2632,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/21/2021,16531,,,1215,1170,3.74,,,2650,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/22/2021,17767,,,1236,1182,4.02,,,2677,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/23/2021,18930,,,1163,1190,4.29,,,2695,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/24/2021,19981,18783,1198,1051,1182,4.53,4.25,0.27,2677,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/25/2021,21172,19709,1463,1191,1167,4.8,4.46,0.33,2643,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/26/2021,22371,20677,1694,1199,1156,5.07,4.68,0.38,2618,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/27/2021,23512,21417,2095,1141,1171,5.33,4.85,0.47,2652,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/28/2021,24680,22162,2518,1168,1164,5.59,5.02,0.57,2636,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/29/2021,25822,22853,2969,1142,1151,5.85,5.18,0.67,2607,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/30/2021,26847,23391,3456,1025,1131,6.08,5.3,0.78,2561,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/31/2021,,,,,1046,,,,2369,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,2/1/2021,27759,23811,3948,,941,6.29,5.39,0.89,2131,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,2/2/2021,29002,24526,4476,1243,947,6.57,5.55,1.01,2145,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Mexico,MEX,12/24/2020,2924,2924,,,,0,0,,,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262874?idiom=es
Mexico,MEX,12/25/2020,,,,,1300,,,,10,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262874?idiom=es
Mexico,MEX,12/26/2020,,,,,1300,,,,10,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262874?idiom=es
Mexico,MEX,12/27/2020,6824,6824,,,1300,0.01,0.01,,10,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262874?idiom=es
Mexico,MEX,12/28/2020,9579,9579,,2755,1664,0.01,0.01,,13,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262874?idiom=es
Mexico,MEX,12/29/2020,18529,18529,,8950,3121,0.01,0.01,,24,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262874?idiom=es
Mexico,MEX,12/30/2020,24998,24998,,6469,3679,0.02,0.02,,29,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262874?idiom=es
Mexico,MEX,12/31/2020,,,,,3695,,,,29,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262874?idiom=es
Mexico,MEX,1/1/2021,,,,,4051,,,,31,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262874?idiom=es
Mexico,MEX,1/2/2021,,,,,4407,,,,34,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262874?idiom=es
Mexico,MEX,1/3/2021,,,,,4763,,,,37,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262874?idiom=es
Mexico,MEX,1/4/2021,43960,43960,,,4912,0.03,0.03,,38,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262874?idiom=es
Mexico,MEX,1/5/2021,48236,48236,,4276,4244,0.04,0.04,,33,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262874?idiom=es
Mexico,MEX,1/6/2021,53185,53185,,4949,4027,0.04,0.04,,31,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262874?idiom=es
Mexico,MEX,1/7/2021,58402,58402,,5217,4230,0.05,0.05,,33,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262874?idiom=es
Mexico,MEX,1/8/2021,67468,67468,,9066,4984,0.05,0.05,,39,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262874?idiom=es
Mexico,MEX,1/9/2021,74794,74794,,7326,5488,0.06,0.06,,43,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262874?idiom=es
Mexico,MEX,1/10/2021,81300,81300,,6506,5876,0.06,0.06,,46,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262874?idiom=es
Mexico,MEX,1/11/2021,87060,87060,,5760,6157,0.07,0.07,,48,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262874?idiom=es
Mexico,MEX,1/12/2021,92879,92879,,5819,6378,0.07,0.07,,49,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262874?idiom=es
Mexico,MEX,1/13/2021,192567,192567,,99688,19912,0.15,0.15,,154,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262874?idiom=es
Mexico,MEX,1/14/2021,329983,329983,,137416,38797,0.26,0.26,,301,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262874?idiom=es
Mexico,MEX,1/15/2021,417375,415417,1958,87392,49987,0.32,0.32,0,388,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262874?idiom=es
Mexico,MEX,1/16/2021,463246,461025,2221,45871,55493,0.36,0.36,0,430,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262874?idiom=es
Mexico,MEX,1/17/2021,472142,468708,3434,8896,55835,0.37,0.36,0,433,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262874?idiom=es
Mexico,MEX,1/18/2021,492529,485983,6546,20387,57924,0.38,0.38,0.01,449,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262874?idiom=es
Mexico,MEX,1/19/2021,498122,488513,9609,5593,57892,0.39,0.38,0.01,449,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262874?idiom=es
Mexico,MEX,1/20/2021,501030,489628,11402,2908,44066,0.39,0.38,0.01,342,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262874?idiom=es
Mexico,MEX,1/21/2021,552335,534317,18018,51305,31765,0.43,0.41,0.01,246,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262874?idiom=es
Mexico,MEX,1/22/2021,614808,594725,20083,62473,28205,0.48,0.46,0.02,219,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262874?idiom=es
Mexico,MEX,1/23/2021,618768,596296,22472,3960,22217,0.48,0.46,0.02,172,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262874?idiom=es
Mexico,MEX,1/24/2021,629626,604441,25185,10858,22498,0.49,0.47,0.02,174,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262874?idiom=es
Mexico,MEX,1/25/2021,645105,616390,28715,15479,21797,0.5,0.48,0.02,169,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262874?idiom=es
Mexico,MEX,1/26/2021,652319,621005,31314,7214,22028,0.51,0.48,0.02,171,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262874?idiom=es
Mexico,MEX,1/27/2021,656044,624730,31314,3725,22145,0.51,0.48,0.02,172,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262874?idiom=es
Mexico,MEX,1/28/2021,657842,626528,31314,1798,15072,0.51,0.49,0.02,117,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262874?idiom=es
Mexico,MEX,1/29/2021,662217,630820,31397,4375,6773,0.51,0.49,0.02,53,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262874?idiom=es
Mexico,MEX,1/30/2021,670307,631298,39009,8090,7363,0.52,0.49,0.03,57,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262874?idiom=es
Mexico,MEX,1/31/2021,673327,631485,41842,3020,6243,0.52,0.49,0.03,48,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262874?idiom=es
Mexico,MEX,2/1/2021,675202,614689,43455,1875,4300,0.52,0.48,0.03,33,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262874?idiom=es
Mexico,MEX,2/2/2021,677539,614733,45748,2337,3603,0.53,0.48,0.04,28,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262874?idiom=es
Monaco,MCO,12/30/2020,0,,,,,0,,,,Pfizer/BioNTech,National Council,https://www.monaco-tribune.com/en/2021/01/covid-19-monaco-conducts-three-times-more-tests-than-france/
Monaco,MCO,12/31/2020,,,,,126,,,,3211,Pfizer/BioNTech,National Council,https://www.monaco-tribune.com/en/2021/01/covid-19-monaco-conducts-three-times-more-tests-than-france/
Monaco,MCO,1/1/2021,,,,,126,,,,3211,Pfizer/BioNTech,National Council,https://www.monaco-tribune.com/en/2021/01/covid-19-monaco-conducts-three-times-more-tests-than-france/
Monaco,MCO,1/2/2021,,,,,126,,,,3211,Pfizer/BioNTech,National Council,https://www.monaco-tribune.com/en/2021/01/covid-19-monaco-conducts-three-times-more-tests-than-france/
Monaco,MCO,1/3/2021,,,,,126,,,,3211,Pfizer/BioNTech,National Council,https://www.monaco-tribune.com/en/2021/01/covid-19-monaco-conducts-three-times-more-tests-than-france/
Monaco,MCO,1/4/2021,,,,,126,,,,3211,Pfizer/BioNTech,National Council,https://www.monaco-tribune.com/en/2021/01/covid-19-monaco-conducts-three-times-more-tests-than-france/
Monaco,MCO,1/5/2021,,,,,126,,,,3211,Pfizer/BioNTech,National Council,https://www.monaco-tribune.com/en/2021/01/covid-19-monaco-conducts-three-times-more-tests-than-france/
Monaco,MCO,1/6/2021,,,,,126,,,,3211,Pfizer/BioNTech,National Council,https://www.monaco-tribune.com/en/2021/01/covid-19-monaco-conducts-three-times-more-tests-than-france/
Monaco,MCO,1/7/2021,,,,,126,,,,3211,Pfizer/BioNTech,National Council,https://www.monaco-tribune.com/en/2021/01/covid-19-monaco-conducts-three-times-more-tests-than-france/
Monaco,MCO,1/8/2021,,,,,126,,,,3211,Pfizer/BioNTech,National Council,https://www.monaco-tribune.com/en/2021/01/covid-19-monaco-conducts-three-times-more-tests-than-france/
